Google_Api_Query,Google_Maps,Item_Availability,Item_Discount,Item_Price,Item_Quantity,Store_Latitude,Store_Longitude,Store_Name,Store_Zip
5448+Whittlesey+Blvd+Ste+B+Columbus+GA+31909,https://maps.google.com/maps?q=5448+Whittlesey+Blvd+Ste+B+Columbus+GA+31909,In Stock,15% off,$16.88 ,3,32.5414159,-84.9472123,Walmart Supercenter #1311,31909
3515+Victory+Drive+Columbus+GA+31903,https://maps.google.com/maps?q=3515+Victory+Drive+Columbus+GA+31903,In Stock,15% off,$16.88 ,11,32.4231898,-84.9456692,Walmart #1338,31903
3700+Hwy+280/431+N.+Phenix+City+AL+36867,https://maps.google.com/maps?q=3700+Hwy+280/431+N.+Phenix+City+AL+36867,In Stock,15% off,$16.88 ,11,32.5007935,-85.0436775,Walmart Supercenter #1284,36867
2900+Pepperell+Pkwy+Opelika+AL+36801,https://maps.google.com/maps?q=2900+Pepperell+Pkwy+Opelika+AL+36801,In Stock,15% off,$16.88 ,15,32.6379264,-85.4219197,Walmart Supercenter #355,36801
1717+S+College+St+Auburn+AL+36832,https://maps.google.com/maps?q=1717+S+College+St+Auburn+AL+36832,In Stock,15% off,$16.88 ,17,32.5713009,-85.4976024,Walmart Supercenter #356,36832
803+New+Franklin+Rd+La+Grange+GA+30240,https://maps.google.com/maps?q=803+New+Franklin+Rd+La+Grange+GA+30240,In Stock,15% off,$16.88 ,4,33.0600063,-85.0314658,Walmart Supercenter #614,30240
3176+S+Eufaula+Ave+Eufaula+AL+36027,https://maps.google.com/maps?q=3176+S+Eufaula+Ave+Eufaula+AL+36027,In Stock,15% off,$16.88 ,6,31.8435495,-85.1710613,Walmart Supercenter #1638,36027
1711+E+Lamar+St+Americus+GA+31709,https://maps.google.com/maps?q=1711+E+Lamar+St+Americus+GA+31709,In Stock,15% off,$16.88 ,14,32.0605454,-84.2023517,Walmart Supercenter #758,31709
2190+Gilmer+Avenue+Tallassee+AL+36078,https://maps.google.com/maps?q=2190+Gilmer+Avenue+Tallassee+AL+36078,In Stock,15% off,$16.88 ,12,32.5659197,-85.931333,Walmart Supercenter #1057,36078
1025+Highway+34+E+Newnan+GA+30265,https://maps.google.com/maps?q=1025+Highway+34+E+Newnan+GA+30265,In Stock,15% off,$16.88 ,6,33.3935071,-84.7436353,Walmart Supercenter #494,30265
3501+20Th+Ave+Valley+AL+36854,https://maps.google.com/maps?q=3501+20Th+Ave+Valley+AL+36854,Out of Stock,15% off,$16.88 ,0,32.8351551,-85.1788784,Walmart Supercenter #733,36854
2047+E+University+Dr+Auburn+AL+36830,https://maps.google.com/maps?q=2047+E+University+Dr+Auburn+AL+36830,Out of Stock,15% off,$16.88 ,0,32.6243878,-85.4496492,Walmart Neighborhood Market #5062,36830
1810+Shug+Jordan+Parkway+Auburn+AL+36832,https://maps.google.com/maps?q=1810+Shug+Jordan+Parkway+Auburn+AL+36832,Out of Stock,15% off,$16.88 ,0,32.6306195,-85.4962093,Walmart Neighborhood Market #4673,36832
4180+Us+Hwy+431+Roanoke+AL+36274,https://maps.google.com/maps?q=4180+Us+Hwy+431+Roanoke+AL+36274,Out of Stock,15% off,$16.88 ,0,33.1648732,-85.3644889,Walmart Supercenter #863,36274
2767+W+Us+Highway+90+Lake+City+FL+32055,https://maps.google.com/maps?q=2767+W+Us+Highway+90+Lake+City+FL+32055,In Stock,15% off,$16.88 ,11,30.1813974,-82.6777088,Walmart Supercenter #767,32055
6868+Us+Highway+129+Live+Oak+FL+32060,https://maps.google.com/maps?q=6868+Us+Highway+129+Live+Oak+FL+32060,In Stock,15% off,$16.88 ,12,30.3247065,-82.9645558,Walmart Supercenter #2626,32060
9218+S+State+Road+228+Macclenny+FL+32063,https://maps.google.com/maps?q=9218+S+State+Road+228+Macclenny+FL+32063,In Stock,No Discount,$19.87 ,10,30.2629015,-82.1089603,Walmart Supercenter #1205,32063
5700+Nw+23Rd+St+Gainesville+FL+32653,https://maps.google.com/maps?q=5700+Nw+23Rd+St+Gainesville+FL+32653,In Stock,15% off,$16.88 ,3,29.7084721,-82.3568864,Walmart Supercenter #538,32653
1800+Ne+12Th+Ave+Gainesville+FL+32641,https://maps.google.com/maps?q=1800+Ne+12Th+Ave+Gainesville+FL+32641,In Stock,15% off,$16.88 ,15,29.6640051,-82.3007814,Walmart Supercenter #3877,32641
2900+Sw+42Nd+St+Gainesville+FL+32608,https://maps.google.com/maps?q=2900+Sw+42Nd+St+Gainesville+FL+32608,In Stock,15% off,$16.88 ,15,29.6273118,-82.3882394,Walmart #1081,32608
1900+S+Jefferson+St+Perry+FL+32348,https://maps.google.com/maps?q=1900+S+Jefferson+St+Perry+FL+32348,In Stock,75% off,$5.00 ,11,30.1022047,-83.5799509,Walmart Supercenter #5172,32348
2201+N+Young+Blvd+Chiefland+FL+32626,https://maps.google.com/maps?q=2201+N+Young+Blvd+Chiefland+FL+32626,In Stock,15% off,$16.88 ,6,29.5024053,-82.8675957,Walmart Supercenter #1297,32626
1580+Branan+Field+Rd+Middleburg+FL+32068,https://maps.google.com/maps?q=1580+Branan+Field+Rd+Middleburg+FL+32068,In Stock,15% off,$16.88 ,6,30.1057319,-81.8337072,Walmart Supercenter #3308,32068
899+Blanding+Blvd+Orange+Park+FL+32065,https://maps.google.com/maps?q=899+Blanding+Blvd+Orange+Park+FL+32065,In Stock,15% off,$16.88 ,15,30.137412,-81.7686727,Walmart Supercenter #1225,32065
6767+103Rd+St+Jacksonville+FL+32210,https://maps.google.com/maps?q=6767+103Rd+St+Jacksonville+FL+32210,In Stock,15% off,$16.88 ,11,30.2506236,-81.7532346,Walmart Supercenter #1090,32210
6830+Normandy+Blvd+Jacksonville+FL+32205,https://maps.google.com/maps?q=6830+Normandy+Blvd+Jacksonville+FL+32205,In Stock,15% off,$16.88 ,15,30.3014204,-81.7583637,Walmart Supercenter #1083,32205
1505+County+Road+220+Orange+Park+FL+32003,https://maps.google.com/maps?q=1505+County+Road+220+Orange+Park+FL+32003,In Stock,15% off,$16.88 ,14,30.1021981,-81.7080457,Walmart Supercenter #2920,32003
7075+Collins+Rd+Jacksonville+FL+32244,https://maps.google.com/maps?q=7075+Collins+Rd+Jacksonville+FL+32244,In Stock,No Discount,$19.87 ,10,30.2071744,-81.7599021,Walmart #6978,32244
14500+Us+Highway+301+S+Starke+FL+32091,https://maps.google.com/maps?q=14500+Us+Highway+301+S+Starke+FL+32091,Out of Stock,15% off,$16.88 ,0,29.9217899,-82.1298807,Walmart Supercenter #1283,32091
1101+Beville+Rd+Daytona+Beach+FL+32119,https://maps.google.com/maps?q=1101+Beville+Rd+Daytona+Beach+FL+32119,In Stock,15% off,$16.88 ,13,29.1725728,-81.0300909,Walmart Supercenter #1391,32119
1590+Dunlawton+Ave+Port+Orange+FL+32127,https://maps.google.com/maps?q=1590+Dunlawton+Ave+Port+Orange+FL+32127,In Stock,15% off,$16.88 ,10,29.1167133,-81.0194145,Walmart Supercenter #582,32127
1521+W+Granada+Blvd+Ormond+Beach+FL+32174,https://maps.google.com/maps?q=1521+W+Granada+Blvd+Ormond+Beach+FL+32174,In Stock,15% off,$16.88 ,2,29.2588748,-81.114174,Walmart Supercenter #613,32174
1699+N+Woodland+Blvd+Deland+FL+32720,https://maps.google.com/maps?q=1699+N+Woodland+Blvd+Deland+FL+32720,In Stock,15% off,$16.88 ,8,29.0619918,-81.3017724,Walmart Supercenter #860,32720
101+Howland+Blvd+Deltona+FL+32738,https://maps.google.com/maps?q=101+Howland+Blvd+Deltona+FL+32738,In Stock,15% off,$16.88 ,14,28.8697335,-81.1641367,Walmart Supercenter #3310,32738
2400+Veterans+Memorial+Pkwy+Orange+City+FL+32763,https://maps.google.com/maps?q=2400+Veterans+Memorial+Pkwy+Orange+City+FL+32763,In Stock,15% off,$16.88 ,2,28.9136895,-81.2801004,Walmart Supercenter #563,32763
1601+Rinehart+Rd+Sanford+FL+32771,https://maps.google.com/maps?q=1601+Rinehart+Rd+Sanford+FL+32771,In Stock,15% off,$16.88 ,15,28.8024625,-81.3280801,Walmart Supercenter #3207,32771
3653+S+Orlando+Dr+Sanford+FL+32773,https://maps.google.com/maps?q=3653+S+Orlando+Dr+Sanford+FL+32773,In Stock,15% off,$16.88 ,3,28.7595419,-81.2818206,Walmart Supercenter #857,32773
1239+State+Road+436+Ste+101+Casselberry+FL+32707,https://maps.google.com/maps?q=1239+State+Road+436+Ste+101+Casselberry+FL+32707,In Stock,15% off,$16.88 ,12,28.6347516,-81.3232663,Walmart Supercenter #943,32707
5511+Deep+Lake+Rd+Oviedo+FL+32765,https://maps.google.com/maps?q=5511+Deep+Lake+Rd+Oviedo+FL+32765,In Stock,15% off,$16.88 ,4,28.6172901,-81.259971,Walmart Supercenter #5894,32765
200+S+State+Road+434+Altamonte+Springs+FL+32714,https://maps.google.com/maps?q=200+S+State+Road+434+Altamonte+Springs+FL+32714,In Stock,15% off,$16.88 ,6,28.6604732,-81.4205367,Walmart #1374,32714
3175+Cheney+Hwy+Titusville+FL+32780,https://maps.google.com/maps?q=3175+Cheney+Hwy+Titusville+FL+32780,In Stock,15% off,$16.88 ,12,28.555524,-80.8429686,Walmart Supercenter #649,32780
11250+E+Colonial+Dr+Orlando+FL+32817,https://maps.google.com/maps?q=11250+E+Colonial+Dr+Orlando+FL+32817,Limited Stock,15% off,$16.88 ,0,28.5658995,-81.2178025,Walmart Supercenter #890,32817
3155+State+Rd+44+New+Smyrna+Beach+FL+32168,https://maps.google.com/maps?q=3155+State+Rd+44+New+Smyrna+Beach+FL+32168,Out of Stock,15% off,$16.88 ,0,29.015642,-80.993678,Walmart Supercenter #1079,32168
174+Cypress+Point+Pkwy+Palm+Coast+FL+32164,https://maps.google.com/maps?q=174+Cypress+Point+Pkwy+Palm+Coast+FL+32164,Out of Stock,15% off,$16.88 ,0,29.5498305,-81.2252052,Walmart Supercenter #1182,32164
4250+Phillips+Hwy+Jacksonville+FL+32207,https://maps.google.com/maps?q=4250+Phillips+Hwy+Jacksonville+FL+32207,In Stock,15% off,$16.88 ,11,30.2792382,-81.6290243,Walmart Supercenter #3309,32207
9890+Hutchinson+Park+Dr+Jacksonville+FL+32225,https://maps.google.com/maps?q=9890+Hutchinson+Park+Dr+Jacksonville+FL+32225,In Stock,15% off,$16.88 ,13,30.3423763,-81.5455872,Walmart Supercenter #1444,32225
12100+Lem+Turner+Rd+Jacksonville+FL+32218,https://maps.google.com/maps?q=12100+Lem+Turner+Rd+Jacksonville+FL+32218,In Stock,15% off,$16.88 ,18,30.4505193,-81.7067039,Walmart Supercenter #1219,32218
8808+Beach+Blvd+Jacksonville+FL+32216,https://maps.google.com/maps?q=8808+Beach+Blvd+Jacksonville+FL+32216,In Stock,15% off,$16.88 ,2,30.2842575,-81.562754,Walmart Supercenter #1173,32216
13227+City+Square+Dr+Jacksonville+FL+32218,https://maps.google.com/maps?q=13227+City+Square+Dr+Jacksonville+FL+32218,In Stock,15% off,$16.88 ,10,30.4770934,-81.6387839,Walmart Supercenter #3702,32218
10991+San+Jose+Blvd+Ste+1+Jacksonville+FL+32223,https://maps.google.com/maps?q=10991+San+Jose+Blvd+Ste+1+Jacksonville+FL+32223,In Stock,15% off,$16.88 ,11,30.1771149,-81.6250971,Walmart Supercenter #1082,32223
11900+Atlantic+Blvd+Jacksonville+FL+32225,https://maps.google.com/maps?q=11900+Atlantic+Blvd+Jacksonville+FL+32225,In Stock,15% off,$16.88 ,2,30.3170493,-81.4898822,Walmart Supercenter #5054,32225
10251+Shops+Ln+Jacksonville+FL+32258,https://maps.google.com/maps?q=10251+Shops+Ln+Jacksonville+FL+32258,In Stock,15% off,$16.88 ,4,30.1789595,-81.5560433,Walmart Supercenter #4444,32258
13490+Beach+Blvd+Jacksonville+FL+32224,https://maps.google.com/maps?q=13490+Beach+Blvd+Jacksonville+FL+32224,Out of Stock,15% off,$16.88 ,0,30.2847462,-81.4625721,Walmart Supercenter #1172,32224
3535+Apalachee+Pkwy+Tallahassee+FL+32311,https://maps.google.com/maps?q=3535+Apalachee+Pkwy+Tallahassee+FL+32311,In Stock,15% off,$16.88 ,14,30.4255196,-84.2143758,Walmart Supercenter #1077,32311
4021+Lagniappe+Way+Tallahassee+FL+32317,https://maps.google.com/maps?q=4021+Lagniappe+Way+Tallahassee+FL+32317,In Stock,15% off,$16.88 ,3,30.4606272,-84.2171756,Walmart Supercenter #4520,32317
4400+W+Tennessee+St+Tallahassee+FL+32304,https://maps.google.com/maps?q=4400+W+Tennessee+St+Tallahassee+FL+32304,In Stock,15% off,$16.88 ,4,30.4619883,-84.3591341,Walmart Supercenter #1408,32304
5500+Thomasville+Rd+Tallahassee+FL+32312,https://maps.google.com/maps?q=5500+Thomasville+Rd+Tallahassee+FL+32312,In Stock,15% off,$16.88 ,6,30.545089,-84.2293615,Walmart Supercenter #1223,32312
35+Mike+Stewart+Crawfordville+FL+32327,https://maps.google.com/maps?q=35+Mike+Stewart+Crawfordville+FL+32327,In Stock,15% off,$16.88 ,2,30.2171301,-84.3611056,Walmart Supercenter #3307,32327
500+E+Alice+St+Bainbridge+GA+39819,https://maps.google.com/maps?q=500+E+Alice+St+Bainbridge+GA+39819,In Stock,15% off,$16.88 ,5,30.8901547,-84.571023,Walmart Supercenter #5422,39819
15328+Us+Highway+19+S+Thomasville+GA+31757,https://maps.google.com/maps?q=15328+Us+Highway+19+S+Thomasville+GA+31757,Limited Stock,15% off,$16.88 ,0,30.8601333,-83.9448378,Walmart Supercenter #889,31757
641+Veterans+Pkwy+S+Moultrie+GA+31788,https://maps.google.com/maps?q=641+Veterans+Pkwy+S+Moultrie+GA+31788,Limited Stock,75% off,$5.00 ,0,31.170369,-83.7579252,Walmart Supercenter #952,31788
340+Norman+Dr+Valdosta+GA+31601,https://maps.google.com/maps?q=340+Norman+Dr+Valdosta+GA+31601,In Stock,15% off,$16.88 ,14,30.8258111,-83.3196478,Walmart Supercenter #899,31601
2255+Highway+71+Marianna+FL+32448,https://maps.google.com/maps?q=2255+Highway+71+Marianna+FL+32448,Limited Stock,15% off,$16.88 ,0,30.7275726,-85.1877852,Walmart Supercenter #1375,32448
3221+N+Monroe+St+Tallahassee+FL+32303,https://maps.google.com/maps?q=3221+N+Monroe+St+Tallahassee+FL+32303,Out of Stock,75% off,$5.00 ,0,30.4887515,-84.3185387,Walmart Supercenter #4427,32303
1940+Pat+Thomas+Pkwy+Quincy+FL+32351,https://maps.google.com/maps?q=1940+Pat+Thomas+Pkwy+Quincy+FL+32351,Out of Stock,15% off,$16.88 ,0,30.5571793,-84.5954096,Walmart Supercenter #488,32351
361+8Th+Ave+Ne+Cairo+GA+39828,https://maps.google.com/maps?q=361+8Th+Ave+Ne+Cairo+GA+39828,Out of Stock,15% off,$16.88 ,0,30.8872978,-84.2033477,Walmart Supercenter #858,39828
165+Us+Highway+19+S+Camilla+GA+31730,https://maps.google.com/maps?q=165+Us+Highway+19+S+Camilla+GA+31730,Out of Stock,15% off,$16.88 ,0,31.235878,-84.1984184,Walmart Supercenter #843,31730
501+N+Navy+Blvd+Pensacola+FL+32507,https://maps.google.com/maps?q=501+N+Navy+Blvd+Pensacola+FL+32507,Limited Stock,75% off,$5.00 ,0,30.3955051,-87.2800179,Walmart Supercenter #3785,32507
8970+Pensacola+Blvd+Pensacola+FL+32534,https://maps.google.com/maps?q=8970+Pensacola+Blvd+Pensacola+FL+32534,In Stock,15% off,$16.88 ,9,30.527629,-87.2720623,Walmart Supercenter #1222,32534
2650+Creighton+Rd+Pensacola+FL+32504,https://maps.google.com/maps?q=2650+Creighton+Rd+Pensacola+FL+32504,In Stock,15% off,$16.88 ,4,30.4974628,-87.1930701,Walmart Supercenter #1224,32504
4600+Mobile+Hwy+Ste+122+Pensacola+FL+32506,https://maps.google.com/maps?q=4600+Mobile+Hwy+Ste+122+Pensacola+FL+32506,Limited Stock,15% off,$16.88 ,0,30.437661,-87.2777846,Walmart Supercenter #1605,32506
3767+Gulf+Breeze+Pkwy+Gulf+Breeze+FL+32563,https://maps.google.com/maps?q=3767+Gulf+Breeze+Pkwy+Gulf+Breeze+FL+32563,In Stock,15% off,$16.88 ,4,30.3869277,-87.0657044,Walmart Supercenter #2533,32563
21141+State+Hwy+59+Robertsdale+AL+36567,https://maps.google.com/maps?q=21141+State+Hwy+59+Robertsdale+AL+36567,In Stock,15% off,$16.88 ,11,30.5320233,-87.7104158,Walmart #6173,36567
2200+S+Mckenzie+St+Foley+AL+36535,https://maps.google.com/maps?q=2200+S+Mckenzie+St+Foley+AL+36535,In Stock,15% off,$16.88 ,14,30.3825864,-87.6855404,Walmart Supercenter #904,36535
9360+Navarre+Pkwy+Navarre+FL+32566,https://maps.google.com/maps?q=9360+Navarre+Pkwy+Navarre+FL+32566,In Stock,No Discount,$19.87 ,4,30.41222,-86.8305057,Walmart Supercenter #3439,32566
748+Beal+Pkwy+Nw+Fort+Walton+Beach+FL+32547,https://maps.google.com/maps?q=748+Beal+Pkwy+Nw+Fort+Walton+Beach+FL+32547,In Stock,15% off,$16.88 ,5,30.441035,-86.6415698,Walmart Supercenter #919,32547
10040+County+Road+48+Fairhope+AL+36532,https://maps.google.com/maps?q=10040+County+Road+48+Fairhope+AL+36532,In Stock,15% off,$16.88 ,14,30.5224985,-87.8506783,Walmart Supercenter #4333,36532
911+N+Main+Street+Atmore+AL+36502,https://maps.google.com/maps?q=911+N+Main+Street+Atmore+AL+36502,In Stock,15% off,$16.88 ,12,31.0377947,-87.4952133,Walmart #7247,36502
4965+Highway+90+Milton+FL+32571,https://maps.google.com/maps?q=4965+Highway+90+Milton+FL+32571,Out of Stock,15% off,$16.88 ,0,30.6011841,-87.1164774,Walmart Supercenter #990,32571
2951+S+Blue+Angel+Pkwy+Pensacola+FL+32506,https://maps.google.com/maps?q=2951+S+Blue+Angel+Pkwy+Pensacola+FL+32506,Out of Stock,15% off,$16.88 ,0,30.3604555,-87.3616859,Walmart Supercenter #3484,32506
170+E+Fort+Morgan+Rd+Gulf+Shores+AL+36542,https://maps.google.com/maps?q=170+E+Fort+Morgan+Rd+Gulf+Shores+AL+36542,Out of Stock,75% off,$5.00 ,0,30.266252,-87.6858485,Walmart Supercenter #2748,36542
27520+Us+Highway+98+Daphne+AL+36526,https://maps.google.com/maps?q=27520+Us+Highway+98+Daphne+AL+36526,Out of Stock,15% off,$16.88 ,0,30.6254979,-87.9058966,Walmart Supercenter #934,36526
4980+E+Silver+Springs+Blvd+Ocala+FL+34470,https://maps.google.com/maps?q=4980+E+Silver+Springs+Blvd+Ocala+FL+34470,In Stock,15% off,$16.88 ,12,29.2097017,-82.0642074,Walmart Supercenter #1847,34470
2600+Sw+19Th+Avenue+Rd+Ocala+FL+34471,https://maps.google.com/maps?q=2600+Sw+19Th+Avenue+Rd+Ocala+FL+34471,In Stock,15% off,$16.88 ,10,29.1579619,-82.1662642,Walmart Supercenter #697,34471
1024+So.+State+Road+Palatka+FL+32177,https://maps.google.com/maps?q=1024+So.+State+Road+Palatka+FL+32177,In Stock,15% off,$16.88 ,17,29.617625,-81.7062416,Walmart Supercenter #551,32177
34+Bahia+Ave+Ocala+FL+34472,https://maps.google.com/maps?q=34+Bahia+Ave+Ocala+FL+34472,In Stock,15% off,$16.88 ,11,29.1184693,-82.0233438,Walmart Supercenter #4368,34472
9570+Sw+Highway+200+Ocala+FL+34481,https://maps.google.com/maps?q=9570+Sw+Highway+200+Ocala+FL+34481,In Stock,15% off,$16.88 ,4,29.0565183,-82.276136,Walmart Supercenter #5326,34481
11012+No.+Williams+St+Dunnellon+FL+34432,https://maps.google.com/maps?q=11012+No.+Williams+St+Dunnellon+FL+34432,In Stock,15% off,$16.88 ,2,29.0629358,-82.4556428,Walmart Supercenter #960,34432
3101+W+Princeton+St+Orlando+FL+32808,https://maps.google.com/maps?q=3101+W+Princeton+St+Orlando+FL+32808,In Stock,75% off,$5.00 ,4,28.5712836,-81.4174244,Walmart Supercenter #4588,32808
3838+S+Semoran+Blvd+Orlando+FL+32822,https://maps.google.com/maps?q=3838+S+Semoran+Blvd+Orlando+FL+32822,In Stock,15% off,$16.88 ,10,28.5050757,-81.3126893,Walmart #1084,32822
2500+S+Kirkman+Rd+Orlando+FL+32811,https://maps.google.com/maps?q=2500+S+Kirkman+Rd+Orlando+FL+32811,In Stock,15% off,$16.88 ,2,28.5154993,-81.4627437,Walmart Supercenter #1220,32811
5991+S+Goldenrod+Rd+Orlando+FL+32822,https://maps.google.com/maps?q=5991+S+Goldenrod+Rd+Orlando+FL+32822,In Stock,15% off,$16.88 ,5,28.4738948,-81.286809,Walmart Supercenter #3782,32822
8101+S+John+Young+Pkwy+Orlando+FL+32819,https://maps.google.com/maps?q=8101+S+John+Young+Pkwy+Orlando+FL+32819,In Stock,15% off,$16.88 ,4,28.4475453,-81.4246361,Walmart Supercenter #908,32819
8990+Turkey+Lake+Rd+Orlando+FL+32819,https://maps.google.com/maps?q=8990+Turkey+Lake+Rd+Orlando+FL+32819,In Stock,15% off,$16.88 ,13,28.4399415,-81.4764715,Walmart Supercenter #4332,32819
1700+S+Org+Blsmtrail+Apopka+FL+32703,https://maps.google.com/maps?q=1700+S+Org+Blsmtrail+Apopka+FL+32703,In Stock,15% off,$16.88 ,4,28.649549,-81.46922,Walmart Supercenter #955,32703
10500+W+Colonial+Dr+Ocoee+FL+34761,https://maps.google.com/maps?q=10500+W+Colonial+Dr+Ocoee+FL+34761,In Stock,15% off,$16.88 ,3,28.5497509,-81.5325578,Walmart Supercenter #942,34761
1471+E+Osceola+Pkwy+Kissimmee+FL+34744,https://maps.google.com/maps?q=1471+E+Osceola+Pkwy+Kissimmee+FL+34744,In Stock,15% off,$16.88 ,12,28.3436637,-81.3861658,Walmart Supercenter #2881,34744
11930+Narcoossee+Road+Orlando+FL+32832,https://maps.google.com/maps?q=11930+Narcoossee+Road+Orlando+FL+32832,Out of Stock,25% off,$14.99 ,0,28.3901046,-81.2480785,Walmart #4365,32832
1500+E+Merritt+Island+Cswy+Merritt+Island+FL+32952,https://maps.google.com/maps?q=1500+E+Merritt+Island+Cswy+Merritt+Island+FL+32952,In Stock,15% off,$16.88 ,2,28.3596886,-80.6685846,Walmart Supercenter #771,32952
2700+Clearlake+Rd+Cocoa+FL+32922,https://maps.google.com/maps?q=2700+Clearlake+Rd+Cocoa+FL+32922,In Stock,15% off,$16.88 ,17,28.3957478,-80.7540053,Walmart Supercenter #174,32922
1001+E+Eau+Gallie+Blvd+Indian+Harbour+Beac+FL+32937,https://maps.google.com/maps?q=1001+E+Eau+Gallie+Blvd+Indian+Harbour+Beac+FL+32937,In Stock,15% off,$16.88 ,4,28.1368258,-80.5818595,Walmart #956,32937
1000+North+Wickham+R+Melbourne+FL+32935,https://maps.google.com/maps?q=1000+North+Wickham+R+Melbourne+FL+32935,In Stock,15% off,$16.88 ,8,28.1228762,-80.6744733,Walmart Supercenter #1702,32935
845+Palm+Bay+Rd+Ne+West+Melbourne+FL+32904,https://maps.google.com/maps?q=845+Palm+Bay+Rd+Ne+West+Melbourne+FL+32904,In Stock,15% off,$16.88 ,5,28.0380625,-80.647779,Walmart Supercenter #974,32904
1040+Malabar+Rd+Se+Palm+Bay+FL+32907,https://maps.google.com/maps?q=1040+Malabar+Rd+Se+Palm+Bay+FL+32907,In Stock,15% off,$16.88 ,4,27.996688,-80.6418831,Walmart Supercenter #5455,32907
4400+13Th+St+Saint+Cloud+FL+34769,https://maps.google.com/maps?q=4400+13Th+St+Saint+Cloud+FL+34769,In Stock,15% off,$16.88 ,3,28.2554551,-81.3157011,Walmart Supercenter #1086,34769
8500+N+Wickham+Rd+Melbourne+FL+32940,https://maps.google.com/maps?q=8500+N+Wickham+Rd+Melbourne+FL+32940,Out of Stock,15% off,$16.88 ,0,28.2332293,-80.7243105,Walmart Supercenter #3538,32940
8400+Coral+Way+Miami+FL+33155,https://maps.google.com/maps?q=8400+Coral+Way+Miami+FL+33155,In Stock,75% off,$5.00 ,2,25.7461159,-80.3326255,Walmart Supercenter #5854,33155
1800+South+University+Drive+Miramar+FL+33025,https://maps.google.com/maps?q=1800+South+University+Drive+Miramar+FL+33025,In Stock,75% off,$5.00 ,8,25.9931899,-80.2492081,Walmart Supercenter #1511,33025
3200+Nw+79Th+Street+Miami+FL+33147,https://maps.google.com/maps?q=3200+Nw+79Th+Street+Miami+FL+33147,In Stock,15% off,$16.88 ,11,25.8431635,-80.2514956,Walmart Supercenter #4303,33147
8651+Nw+13Th+Ter+Doral+FL+33126,https://maps.google.com/maps?q=8651+Nw+13Th+Ter+Doral+FL+33126,In Stock,15% off,$16.88 ,9,25.7869392,-80.3354105,Walmart Supercenter #2091,33126
9300+Nw+77Th+Ave+Hialeah+FL+33016,https://maps.google.com/maps?q=9300+Nw+77Th+Ave+Hialeah+FL+33016,In Stock,15% off,$16.88 ,2,25.8583955,-80.3256627,Walmart Supercenter #2814,33016
9191+W.+Flagler+St+Miami+FL+33174,https://maps.google.com/maps?q=9191+W.+Flagler+St+Miami+FL+33174,In Stock,15% off,$16.88 ,4,25.7702666,-80.3434167,Walmart #4161,33174
5851+Nw+177Th+St+Hialeah+FL+33015,https://maps.google.com/maps?q=5851+Nw+177Th+St+Hialeah+FL+33015,In Stock,15% off,$16.88 ,4,25.9357897,-80.2957161,Walmart Supercenter #1590,33015
19501+Nw+27Th+Ave+Miami+Gardens+FL+33056,https://maps.google.com/maps?q=19501+Nw+27Th+Ave+Miami+Gardens+FL+33056,In Stock,15% off,$16.88 ,13,25.952579,-80.2436324,Walmart Supercenter #3311,33056
17650+Nw+2Nd+Ave+Miami+Gardens+FL+33169,https://maps.google.com/maps?q=17650+Nw+2Nd+Ave+Miami+Gardens+FL+33169,In Stock,15% off,$16.88 ,2,25.9357213,-80.2069802,Walmart Supercenter #3397,33169
301+S+State+Road+7+Hollywood+FL+33023,https://maps.google.com/maps?q=301+S+State+Road+7+Hollywood+FL+33023,In Stock,15% off,$16.88 ,3,26.0075212,-80.2044179,Walmart #3163,33023
151+Sw+184Th+Ave+Pembroke+Pines+FL+33029,https://maps.google.com/maps?q=151+Sw+184Th+Ave+Pembroke+Pines+FL+33029,In Stock,15% off,$16.88 ,4,26.0057414,-80.3896988,Walmart Supercenter #2591,33029
12800+Pines+Blvd+Pembroke+Pines+FL+33027,https://maps.google.com/maps?q=12800+Pines+Blvd+Pembroke+Pines+FL+33027,Limited Stock,15% off,$16.88 ,0,26.0053524,-80.3183511,Walmart #5932,33027
2551+E+Hallandale+Beach+Blvd+Hallandale+Beach+FL+33009,https://maps.google.com/maps?q=2551+E+Hallandale+Beach+Blvd+Hallandale+Beach+FL+33009,Out of Stock,95% off,$1.00 ,0,25.9877565,-80.1238409,Walmart Supercenter #1996,33009
1425+Ne+163Rd+St+North+Miami+Beach+FL+33162,https://maps.google.com/maps?q=1425+Ne+163Rd+St+North+Miami+Beach+FL+33162,Out of Stock,75% off,$5.00 ,0,25.9284642,-80.1712894,Walmart Supercenter #3235,33162
15885+Sw+88Th+St+Kendall+FL+33196,https://maps.google.com/maps?q=15885+Sw+88Th+St+Kendall+FL+33196,Out of Stock,15% off,$16.88 ,0,25.6853242,-80.4488191,Walmart Supercenter #1680,33196
2500+W.+Broward+Boulevard+Fort+Lauderdale+FL+33312,https://maps.google.com/maps?q=2500+W.+Broward+Boulevard+Fort+Lauderdale+FL+33312,In Stock,15% off,$16.88 ,12,26.1190499,-80.1753004,Walmart #2946,33312
4301+S+University+Dr+Davie+FL+33328,https://maps.google.com/maps?q=4301+S+University+Dr+Davie+FL+33328,In Stock,15% off,$16.88 ,5,26.066852,-80.2542607,Walmart Supercenter #2987,33328
